a q b lambda
0.4008102387941752 0.0 0.62 2.3927964995004105
0.405871818720057 0.0 0.63 2.409368919644318
0.41085308581918345 0.0 0.64 2.4265365737265476
0.4157514293010217 0.0 0.65 2.44432647315025
0.42056412897067746 0.0 0.66 2.4627675096654107
0.4252883473938587 0.0 0.67 2.481890623977107
0.4299211213115176 0.0 0.68 2.501728993522437
0.43445935220978865 0.0 0.69 2.522318242083201
0.4388997959276674 0.0 0.7 2.5436966744426797
0.4432390511826165 0.0 0.71 2.5659055396476833
0.44747354685688995 0.0 0.72 2.588989327266671
0.4515995278655724 0.0 0.73 2.612996101765555
0.4556130393956747 0.0 0.74 2.6379778810732937
0.4595099092720931 0.0 0.75 2.6639910665128044
0.46328572812718427 0.0 0.76 2.6910969330686583
0.46693582702995584 0.0 0.77 2.719362190295651
0.4704552521019861 0.0 0.78 2.7488596270288093
0.47383873558285683 0.0 0.79 2.779668855516077
0.4770806626561185 0.0 0.8 2.811877174528075
0.48017503315170895 0.0 0.81 2.845580576049797
0.4831154170413337 0.0 0.82 2.880884926070963
0.4858949022909608 0.0 0.83 2.917907358795952
0.4885060332129597 0.0 0.84 2.956777934732004
0.49094073684307515 0.0 0.85 2.9976416286785352
0.4931902339817704 0.0 0.86 3.0406607354101487
0.4952449302704045 0.0 0.87 3.086017811578064
0.4970942807656279 0.0 0.88 3.133919317272847
0.49872661851407457 0.0 0.89 3.1846001883576895
0.500128932934548 0.0 0.9 3.2383296752756268
0.5012865761463662 0.0 0.91 3.295418951001096
0.5021828619968453 0.0 0.92 3.356231272962212
0.5027984983767171 0.0 0.93 3.421195980745581
0.5031107466539728 0.0 0.94 3.4908285476756795
0.0 0.014184397163120567 0.0 2.0143470352239206
0.0070456982952258815 0.014184397163120567 0.01 2.014428770413596
0.014090538842139578 0.014184397163120567 0.02 2.014674030795547
0.02113366345588436 0.014184397163120567 0.03 2.0150829808951296
0.02817421307775046 0.014184397163120567 0.04 2.0156558952607493
0.035211327336352724 0.014184397163120567 0.05 2.016393158967379
0.04224414410654431 0.014184397163120567 0.06 2.0172952683250367
0.04927179906526718 0.014184397163120567 0.07 2.0183628317966824
0.056293425243595985 0.014184397163120567 0.08 2.019596571124043
0.0633081525742397 0.014184397163120567 0.09 2.020997322663573
0.07031510743322716 0.014184397163120567 0.1 2.02256603896699
0.07731341217602837 0.014184397163120567 0.11 2.024303790539496
0.08430218466562182 0.014184397163120567 0.12 2.0262117678882294
0.09128053779367322 0.014184397163120567 0.13 2.0282912837463787
0.09824757899167007 0.014184397163120567 0.14 2.0305437756054663
0.10520240973301041 0.014184397163120567 0.15 2.032970808462447
0.11214412502392897 0.014184397163120567 0.16 2.035574077851498
0.11907181288256782 0.014184397163120567 0.17 2.038355413153972
0.12598455380520052 0.014184397163120567 0.18 2.0413167811972994
0.1328814202183738 0.014184397163120567 0.19 2.0444602901617412
0.13976147591556792 0.014184397163120567 0.2 2.0477881938165683
0.14662377547842703 0.014184397163120567 0.21 2.051302896064315
0.15346736367879482 0.014184397163120567 0.22 2.0550069558870034
0.16029127486265096 0.014184397163120567 0.23 2.058903092638377
0.16709453231283342 0.014184397163120567 0.24 2.06299419175424
0.17387614759072967 0.014184397163120567 0.25 2.0672833108594313
0.18063511985297034 0.014184397163120567 0.26 2.071773686358325
0.18737043514330462 0.014184397163120567 0.27 2.076468740487359
0.19408106565716016 0.014184397163120567 0.28 2.081372088879067
0.2007659689767152 0.014184397163120567 0.29 2.0864875486760104
0.20742408727494538 0.014184397163120567 0.3 2.0918191472196916
0.2140543464860197 0.014184397163120567 0.31 2.0973711313642562
0.22065565543875468 0.014184397163120567 0.32 2.1031479774761923
0.2272269049527125 0.014184397163120567 0.33 2.1091544021252586
0.23376696689209853 0.014184397163120567 0.34 2.115395373562079
0.24027469317560135 0.014184397163120567 0.35 2.1218761240180113
0.2467489147388506 0.014184397163120567 0.36 2.128602162894166
0.25318844044447203 0.014184397163120567 0.37 2.1355792909363487
0.2595920559395255 0.014184397163120567 0.38 2.1428136154109096
0.26595852245232154 0.014184397163120567 0.39 2.1503115664354806
0.27228657552558905 0.014184397163120567 0.4 2.1580799145312546
0.27857492368468756 0.014184397163120567 0.41 2.1661257894445245
0.2848222470275042 0.014184397163120567 0.42 2.1744567004812434
0.29102719574056335 0.014184397163120567 0.43 2.183080558315852
0.297188388527525 0.014184397163120567 0.44 2.1920056985344907
0.30330441094538463 0.014184397163120567 0.45 2.20124090702968
0.3093738136438869 0.014184397163120567 0.46 2.2107954473726905
0.3153951104968529 0.014184397163120567 0.47 2.220679090399106
0.3213667766173932 0.014184397163120567 0.48 2.2309021462014202
0.3272872462481037 0.014184397163120567 0.49 2.2414754987471572
0.3331549105155833 0.014184397163120567 0.5 2.252410643378938
0.33896811503897195 0.014184397163120567 0.51 2.2637197274628074
0.34472515737425974 0.014184397163120567 0.52 2.2754155945749845
0.35042428428891076 0.014184397163120567 0.53 2.287511832463455
0.3560636888415254 0.014184397163120567 0.54 2.3000228253105743
0.36164150725987454 0.014184397163120567 0.55 2.3129638106005648
0.3671558155856169 0.014184397163120567 0.56 2.3263509412553955
0.37260462607603945 0.014184397163120567 0.57 2.3402013534494737
0.3779858833312024 0.014184397163120567 0.58 2.3545332408403583
0.38329746012039323 0.014184397163120567 0.59 2.369365935926221
0.388537152884001 0.014184397163120567 0.6 2.384719999271618
0.3937026768657923 0.014184397163120567 0.61 2.400617317671657
0.3987916608493235 0.014184397163120567 0.62 2.417081212167613
0.4038016414482416 0.014184397163120567 0.63 2.434136557215091
0.4087300569014638 0.014184397163120567 0.64 2.4518099123939376
0.4135742403182955 0.014184397163120567 0.65 2.4701296682467624
0.41833141231802196 0.014184397163120567 0.66 2.4891262079893957
0.42299867297274935 0.014184397163120567 0.67 2.5088320874407897
0.42757299299031026 0.014184397163120567 0.68 2.5292822353929347
0.43205120402503727 0.014184397163120567 0.69 2.550514177477776
0.43642998801206095 0.014184397163120567 0.7 2.572568286792612
0.4407058653944584 0.014184397163120567 0.71 2.5954880652192047
0.4448751820823906 0.014184397163120567 0.72 2.619320460163417
0.44893409497647907 0.014184397163120567 0.73 2.644116222051959
0.45287855582730163 0.014184397163120567 0.74 2.6699303092784143
0.4567042931876948 0.014184397163120567 0.75 2.696822348258223
0.4604067921488838 0.014184397163120567 0.76 2.7248571579973198
0.46398127148225654 0.014184397163120567 0.77 2.7541053505987874
0.46742265774905434 0.014184397163120567 0.78 2.7846440213357324
0.4707255558114221 0.014184397163120567 0.79 2.8165575453265195
0.4738842150587427 0.014184397163120567 0.8 2.849938501652452
0.47689249047752397 0.014184397163120567 0.81 2.8848887510122356
0.4797437974651002 0.014184397163120567 0.82 2.92152069965624
0.4824310589630478 0.014184397163120567 0.83 2.9599587913474306
0.48494664304637847 0.014184397163120567 0.84 3.000341281141902
0.4872822884922846 0.014184397163120567 0.85 3.0428223612181995
0.48942901498066393 0.014184397163120567 0.86 3.0875747318470386
0.49137701330771066 0.014184397163120567 0.87 3.13479274309044
0.49311550902943246 0.014184397163120567 0.88 3.18469628095048
0.49463259008065374 0.014184397163120567 0.89 3.2375356418605112
0.49591498412194635 0.014184397163120567 0.9 3.2935977506940937
0.4969477636165887 0.014184397163120567 0.91 3.3532142540434084
0.4977139432238481 0.014184397163120567 0.92 3.416772317063783
0.49819390953776294 0.014184397163120567 0.93 3.484729478467024
0.49836457584247823 0.014184397163120567 0.94 3.557634907108364
0.0 0.028368794326241134 0.0 2.0290265653372317
0.007020162979286591 0.028368794326241134 0.01 2.0291100899582273
0.014039458925898127 0.028368794326241134 0.02 2.029360720567728
0.02105702036075472 0.028368794326241134 0.03 2.0297786275149985
0.028071978911142013 0.028368794326241134 0.04 2.0303640950732866
0.035083464862092954 0.028368794326241134 0.05 2.031117521948188
0.04209060670523277 0.028368794326241134 0.06 2.03203942203936
0.04909253068440322 0.028368794326241134 0.07 2.033130425410102
0.05608836033787339 0.028368794326241134 0.08 2.0343912794318357
0.06307721603498985 0.028368794326241134 0.09 2.035822850228707
0.0700582145078947 0.028368794326241134 0.1 2.0374261242898033
0.0770304683766688 0.028368794326241134 0.11 2.0392022103360303
0.08399308566654473 0.028368794326241134 0.12 2.0411523414608057
0.0909451693179272 0.028368794326241134 0.13 2.0432778774622147
0.09788581668613354 0.028368794326241134 0.14 2.045580307494606
0.10481411903213841 0.028368794326241134 0.15 2.0480612529340885
0.11172916100073013 0.028368794326241134 0.16 2.050722470587757
0.1186300200877128 0.028368794326241134 0.17 2.053565856140689
0.12551576609344228 0.028368794326241134 0.18 2.05659344792816
0.13238546056154943 0.028368794326241134 0.19 2.0598074310412207
0.139238156202067 0.028368794326241134 0.2 2.0632101417655897
0.14607289629817174 0.028368794326241134 0.21 2.0668040723598335
0.15288871409411545 0.028368794326241134 0.22 2.0705918762271094
0.15968463216326126 0.028368794326241134 0.23 2.0745763734882914
0.16645966175597335 0.028368794326241134 0.24 2.078760556947982
0.1732128021230409 0.028368794326241134 0.25 2.083147598552196
0.17994303981679277 0.028368794326241134 0.26 2.0877408562654782
0.1866493479634561 0.028368794326241134 0.27 2.0925438815157658
0.1933306855105354 0.028368794326241134 0.28 2.097560427102844
0.19998599644036064 0.028368794326241134 0.29 2.102794455766773
0.20661420895419208 0.028368794326241134 0.3 2.1082501493044172
0.21321423462073666 0.028368794326241134 0.31 2.1139319183669665
0.2197849674866139 0.028368794326241134 0.32 2.1198444129810223
0.22632528314864303 0.028368794326241134 0.33 2.125992533794205
0.2328340377821738 0.028368794326241134 0.34 2.1323814441613846
0.23931006712375125 0.028368794326241134 0.35 2.139016583104618
0.24575218540641788 0.028368794326241134 0.36 2.1459036791870596
0.2521591842386129 0.028368794326241134 0.37 2.1530487654735238
0.25852983143119046 0.028368794326241134 0.38 2.160458195509098
0.26486286976080275 0.028368794326241134 0.39 2.1681386605419433
0.2711570156675616 0.028368794326241134 0.4 2.1760972080422434
0.27741095788490017 0.028368794326241134 0.41 2.184341261580733
0.28362335599231453 0.028368794326241134 0.42 2.1928786422533704
0.2897928388873372 0.028368794326241134 0.43 2.2017175917480825
0.2959180031698509 0.028368794326241134 0.44 2.2108667972091713
0.3019974114313429 0.028368794326241134 0.45 2.2203354180681525
0.30802959044356476 0.028368794326241134 0.46 2.2301331149899872
0.31401302923541563 0.028368794326241134 0.47 2.2402700811771705
0.319946177051914 0.028368794326241134 0.48 2.2507570762086986
0.3258274411831043 0.028368794326241134 0.49 2.2616054626917728
0.3316551846533007 0.028368794326241134 0.5 2.272827245979788
0.3374277237592657 0.028368794326241134 0.51 2.2844351172531256
0.3431433254421049 0.028368794326241134 0.52 2.29644250033007
0.3488002044801883 0.028368794326241134 0.53 2.308863602561165
0.3543965204867946 0.028368794326241134 0.54 2.321713470235627
0.3599303746930455 0.028368794326241134 0.55 2.335008048998228
0.36539980650046794 0.028368794326241134 0.56 2.348764249759295
0.3708027897731646 0.028368794326241134 0.57 2.3630000208072284
0.37613722885603046 0.028368794326241134 0.58 2.377734426663941
0.38140095428122206 0.028368794326241134 0.59 2.392987734591036
0.38659171813872734 0.028368794326241134 0.6 2.408781509538867
0.39170718907290114 0.028368794326241134 0.61 2.425138718582345
0.3967449468678706 0.028368794326241134 0.62 2.4420838459579164
0.4017024765788693 0.028368794326241134 0.63 2.459643019989731
0.40657716215498974 0.028368794326241134 0.64 2.4778441534529043
0.4113662795024792 0.028368794326241134 0.65 2.496717099015123
0.41606698891672206 0.028368794326241134 0.66 2.5162938218192865
0.4206763268226538 0.028368794326241134 0.67 2.53660859132302
0.4251911967185371 0.028368794326241134 0.68 2.5576981952866777
0.42960835924391794 0.028368794326241134 0.69 2.5796021787626926
0.43392442124813024 0.028368794326241134 0.7 2.6023631118087076
0.4381358237283163 0.028368794326241134 0.71 2.626026890132359
0.44223882848880863 0.028368794326241134 0.72 2.650643073562437
0.44622950333053846 0.028368794326241134 0.73 2.6762652683416515
0.4501037055657802 0.028368794326241134 0.74 2.702951560105882
0.453857063594242 0.028368794326241134 0.75 2.7307650059944684
0.4574849562418783 0.028368794326241134 0.76 2.7597741958206217
0.46098248948746473 0.028368794326241134 0.77 2.790053894470966
0.4643444701275793 0.028368794326241134 0.78 2.821685780247476
0.46756537582672686 0.028368794326241134 0.79 2.8547592971868707
0.47063932086800564 0.028368794326241134 0.8 2.8893726435963165
0.47356001674035975 0.028368794326241134 0.81 2.9256339245561502
0.4763207264598459 0.028368794326241134 0.82 2.9636625033445267
0.47891421123149497 0.028368794326241134 0.83 3.0035905958853952
0.4813326675884145 0.028368794326241134 0.84 3.0455651654617704
0.4835676525714817 0.028368794326241134 0.85 3.089750191855138
0.4856099936349723 0.028368794326241134 0.86 3.1363294133117736
0.48744967866229955 0.028368794326241134 0.87 3.1855096744306435
0.4890757196579506 0.028368794326241134 0.88 3.2375250618801887
0.49047598062148934 0.028368794326241134 0.89 3.2926420861187267
0.49163695553332337 0.028368794326241134 0.9 3.3511662813525813
0.4925434745115584 0.028368794326241134 0.91 3.4134507827134546
0.49317830276610747 0.028368794326241134 0.92 3.479907750576898
0.49352157236822164 0.028368794326241134 0.93 3.551024063384459
0.4935499390871421 0.028368794326241134 0.94 3.6273837399792397
0.0 0.0425531914893617 0.0 2.0440494856061435
0.00699431564508547 0.0425531914893617 0.01 2.0441348608720538
0.013987754798439937 0.0425531914893617 0.02 2.0443910454367082
0.020979440511813427 0.0425531914893617 0.03 2.04481821573803
0.027968494923152464 0.0425531914893617 0.04 2.045416666198041
0.03495403879765584 0.0425531914893617 0.05 2.046186809787068
0.04193519106647463 0.0425531914893617 0.06 2.047129178796586
0.048911068362219284 0.0425531914893617 0.07 2.0482444258409567
0.05588078455011615 0.0425531914893617 0.08 2.04953332511441
0.06284345025475152 0.0425531914893617 0.09 2.0509967738380714
0.06979817238075789 0.0425531914893617 0.1 2.0526357939802446
0.07674405362669953 0.0425531914893617 0.11 2.054451534228451
0.0836801919915984 0.0425531914893617 0.12 2.056445272201062
0.09060568027338513 0.0425531914893617 0.13 2.0586184169050203
0.09751960555678445 0.0425531914893617 0.14 2.060972511521859
0.10442104869196171 0.0425531914893617 0.15 2.063509236415128
0.11130908376103892 0.0425531914893617 0.16 2.066230412466163
0.11818277753194852 0.0425531914893617 0.17 2.069138004718391
0.12504118889896268 0.0425531914893617 0.18 2.072234126328837
0.131883368308038 0.0425531914893617 0.19 2.075521042869259
0.1387083571660693 0.0425531914893617 0.2 2.0790011769803223
0.14551518723274498 0.0425531914893617 0.21 2.0826771133986903
0.15230287999383538 0.0425531914893617 0.22 2.086551604372679
0.15907044601326858 0.0425531914893617 0.23 2.0906275755225745
0.16581688426466512 0.0425531914893617 0.24 2.0949081321074976
0.17254118143845626 0.0425531914893617 0.25 2.0993965657903333
0.17924231122414636 0.0425531914893617 0.26 2.104096361893197
0.18591923356548962 0.0425531914893617 0.27 2.1090112071871268
0.19257089388728396 0.0425531914893617 0.28 2.114144998236534
0.1991962222890494 0.0425531914893617 0.29 2.1195018503962593
0.20579413270845734 0.0425531914893617 0.3 2.125086107388617
0.21236352204668538 0.0425531914893617 0.31 2.1309023516296435
0.21890326925553014 0.0425531914893617 0.32 2.1369554152977908
0.22541223438550004 0.0425531914893617 0.33 2.1432503921635577
0.23188925758787 0.0425531914893617 0.34 2.1497926503229543
0.23833315806994165 0.0425531914893617 0.35 2.156587845849805
0.24474273300091434 0.0425531914893617 0.36 2.1636419374262714
0.25111675636212494 0.0425531914893617 0.37 2.170961202078592
0.25745397773944406 0.0425531914893617 0.38 2.178552252071279
0.26375312105434784 0.0425531914893617 0.39 2.186422053043095
0.27001288322420075 0.0425531914893617 0.4 2.194577943571002
0.27623193275574853 0.0425531914893617 0.41 2.2030276561254847
0.28240890825567894 0.0425531914893617 0.42 2.2117793397238565
0.2885424168600364 0.0425531914893617 0.43 2.2208415842922715
0.2946310325733464 0.0425531914893617 0.44 2.2302234469375715
0.30067329451004354 0.0425531914893617 0.45 2.239934480305774
0.3066677050295021 0.0425531914893617 0.46 2.2499847632314327
0.31261272776081545 0.0425531914893617 0.47 2.2603849338208586
0.31850678550147604 0.0425531914893617 0.48 2.2711462253030343
0.3243482579849058 0.0425531914893617 0.49 2.2822805048327863
0.3301354795050284 0.0425531914893617 0.5 2.2938003155489257
0.3358667363802193 0.0425531914893617 0.51 2.3057189222872987
0.3415402642531536 0.0425531914893617 0.52 2.31805036117027
0.3471542452047278 0.0425531914893617 0.53 2.330809493577841
0.3527068046537114 0.0425531914893617 0.54 2.3440120651113654
0.35819600807103286 0.0425531914893617 0.55 2.357674769428177
0.36361985741217456 0.0425531914893617 0.56 2.3718153185476143
0.3689762873138475 0.0425531914893617 0.57 2.3864525193515744
0.3742631609988874 0.0425531914893617 0.58 2.401606357431836
0.3794782658627749 0.0425531914893617 0.59 2.417298089091058
0.38461930871297584 0.0425531914893617 0.6 2.43355034240369
0.38968391063052293 0.0425531914893617 0.61 2.4503872283485784
0.39466960140629603 0.0425531914893617 0.62 2.4678344633347176
0.39957381351289684 0.0425531914893617 0.63 2.4859195044428812
0.4043938755589782 0.0425531914893617 0.64 2.504671699013721
0.40912700517060496 0.0425531914893617 0.65 2.5241224503937563
0.4137703012301394 0.0425531914893617 0.66 2.5443054020067413
0.4183207354077111 0.0425531914893617 0.67 2.5652566420762075
0.4227751428823935 0.0425531914893617 0.68 2.5870149320483105
0.42713021217529606 0.0425531914893617 0.69 2.609621961759297
0.4313824739644383 0.0425531914893617 0.7 2.6331226354007238
0.43552828875759925 0.0425531914893617 0.71 2.657565392694925
0.4395638332633487 0.0425531914893617 0.72 2.6830025706630556
0.4434850852838363 0.0425531914893617 0.73 2.709490812212097
0.44728780691506687 0.0425531914893617 0.74 2.7370915290097364
0.4509675257923889 0.0425531914893617 0.75 2.765871427656796
0.4545195140921207 0.0425531914893617 0.76 2.7959031096683318
0.45793876490289126 0.0425531914893617 0.77 2.827265758417703
0.461219965546248 0.0425531914893617 0.78 2.860045928422398
0.46435746727335625 0.0425531914893617 0.79 2.894338456491778
0.46734525068656535 0.0425531914893617 0.8 2.93024751808058
0.47017688601488966 0.0425531914893617 0.81 2.9678878585521815
0.4728454871844202 0.0425531914893617 0.82 3.0073862360771204
0.47534365830113556 0.0425531914893617 0.83 3.0488831230097526
0.47766343071256145 0.0425531914893617 0.84 3.0925347262526164
0.47979618829965803 0.0425531914893617 0.85 3.1385154042673675
0.4817325776913005 0.0425531914893617 0.86 3.187020584999495
0.4834623989586648 0.0425531914893617 0.87 3.238270323362997
0.48497447039742503 0.0425531914893617 0.88 3.292513689969466
0.4862564581522794 0.0425531914893617 0.89 3.350034260063302
0.48729465678696093 0.0425531914893617 0.9 3.4111570921204577
0.48807369918390087 0.0425531914893617 0.91 3.4762577788808575
0.48857616081087407 0.0425531914893617 0.92 3.545774477263007
0.48878199880264955 0.0425531914893617 0.93 3.620224398997344
0.0 0.05673758865248227 0.0 2.059427216839691
0.006968151305635567 0.05673758865248227 0.01 2.0595145066590486
0.013935416481905593 0.05673758865248227 0.02 2.05977643701609
0.02090090893258528 0.05673758865248227 0.03 2.0602131907031622
0.027863741126919236 0.05673758865248227 0.04 2.060825072761771
0.03482302413020074 0.05673758865248227 0.05 2.0616125110730246
0.04177786713211286 0.05673758865248227 0.06 2.0625760571490717
0.048727376971428385 0.05673758865248227 0.07 2.0637163872101816
0.055670657656738516 0.05673758865248227 0.08 2.06503430347116
0.06260680988206996 0.05673758865248227 0.09 2.0665307356852853
0.06953493053655879 0.05673758865248227 0.1 2.0682067429408786
0.07645411220738732 0.05673758865248227 0.11 2.070063515711134
0.08336344267471942 0.05673758865248227 0.12 2.0721023781850287
0.09026200439812171 0.05673758865248227 0.13 2.0743247908601985
0.09714887399298194 0.05673758865248227 0.14 2.0767323534358852
0.10402312169678897 0.05673758865248227 0.15 2.0793268079749887
0.1108838108224501 0.05673758865248227 0.16 2.0821100424255294
0.11772999719972752 0.05673758865248227 0.17 2.085084094417588
0.12456072860242869 0.05673758865248227 0.18 2.0882511554093544
0.13137504415915463 0.05673758865248227 0.19 2.0916135752263583
0.13817197374902623 0.05673758865248227 0.2 2.0951738669177926
0.1449505373783425 0.05673758865248227 0.21 2.098934712046496
0.15170974453799438 0.05673758865248227 0.22 2.1028989663882296
0.15844859354045018 0.05673758865248227 0.23 2.107069666058195
0.16516607083380608 0.05673758865248227 0.24 2.111450034118447
0.17186115029154658 0.05673758865248227 0.25 2.1160434876834544
0.1785327924774334 0.05673758865248227 0.26 2.120853645526335
0.18517994388064024 0.05673758865248227 0.27 2.1258843362951603
0.19180153612290576 0.05673758865248227 0.28 2.1311396072817526
0.19839648513253166 0.05673758865248227 0.29 2.1366237338594742
0.20496369028485145 0.05673758865248227 0.3 2.142341229588675
0.21150203350426405 0.05673758865248227 0.31 2.1482968570921406
0.21801037832936285 0.05673758865248227 0.32 2.1544956396650794
0.22448756893378669 0.05673758865248227 0.33 2.160942873775799
0.23093242910193282 0.05673758865248227 0.34 2.1676441424725703
0.2373437611579089 0.05673758865248227 0.35 2.1746053297378474
0.2437203448392123 0.05673758865248227 0.36 2.1818326359618876
0.25006093611812885 0.05673758865248227 0.37 2.1893325944919457
0.2563642659597351 0.05673758865248227 0.38 2.1971120894804703
0.2626290390182575 0.05673758865248227 0.39 2.2051783750213048
0.2688539322620264 0.05673758865248227 0.4 2.2135390957749888
0.27503759352588975 0.05673758865248227 0.41 2.22220230913585
0.28117863998145026 0.05673758865248227 0.42 2.231176509144735
0.28727565652296655 0.05673758865248227 0.43 2.2404706522314006
0.2933271940598972 0.05673758865248227 0.44 2.250094184992502
0.2993317677077705 0.05673758865248227 0.45 2.260057074203749
0.3052878548729613 0.05673758865248227 0.46 2.2703698392150695
0.3111938932199354 0.05673758865248227 0.47 2.2810435869986385
0.31704827851143697 0.05673758865248227 0.48 2.2920900500999126
0.3228493623136822 0.05673758865248227 0.49 2.3035216277346287
0.32859544955110953 0.05673758865248227 0.5 2.3153514304018983
0.3342847959032719 0.05673758865248227 0.51 2.3275933282859795
0.33991560502393375 0.05673758865248227 0.52 2.340262003922201
0.3454860255745923 0.05673758865248227 0.53 2.353373009455927
0.35099414804686774 0.05673758865248227 0.54 2.3669428291034333
0.35643800136409437 0.05673758865248227 0.55 2.3809889472374177
0.36181554923309245 0.05673758865248227 0.56 2.3955299228276097
0.36712468623052813 0.05673758865248227 0.57 2.4105854708306955
0.37236323359268314 0.05673758865248227 0.58 2.426176551390162
0.37752893468242193 0.05673758865248227 0.59 2.4423254677030184
0.3826194501043293 0.05673758865248227 0.6 2.459055973525078
0.38763235242439564 0.05673758865248227 0.61 2.476393391564013
0.3925651204618547 0.05673758865248227 0.62 2.4943647439662096
0.39741513310845944 0.05673758865248227 0.63 2.512998896386723
0.4021796626125491 0.05673758865248227 0.64 2.5323267175011153
0.4068558672859519 0.05673758865248227 0.65 2.552381255723167
0.41144078355674374 0.05673758865248227 0.66 2.573197935537773
0.41593131729675076 0.05673758865248227 0.67 2.594814776018324
0.4203242343350309 0.05673758865248227 0.68 2.6172726346014916
0.42461615006913644 0.05673758865248227 0.69 2.6406154795213697
0.4288035180421742 0.05673758865248227 0.7 2.6648906952527667
0.4328826173700331 0.05673758865248227 0.71 2.6901494255914384
0.4368495388565067 0.05673758865248227 0.72 2.716446960162278
0.440700169623607 0.05673758865248227 0.73 2.7438431709801043
0.44443017603683005 0.05673758865248227 0.74 2.7724030071353885
0.4480349846769574 0.05673758865248227 0.75 2.8021970570751824
0.4515097610702399 0.05673758865248227 0.76 2.8333021897297965
0.4548493857961161 0.05673758865248227 0.77 2.8658022884809298
0.4580484275628167 0.05673758865248227 0.78 2.899789094302011
0.4611011126934272 0.05673758865248227 0.79 2.9353631787236796
0.46400129037876836 0.05673758865248227 0.8 2.9726350714796435
0.4667423928674027 0.05673758865248227 0.81 3.0117265739954906
0.4693173895543285 0.05673758865248227 0.82 3.052772297611615
0.47171873362606404 0.05673758865248227 0.83 3.0959214758903335
0.473938299513078 0.05673758865248227 0.84 3.1413401142113466
0.47596730883298605 0.05673758865248227 0.85 3.1892135586615926
0.47779624169471335 0.05673758865248227 0.86 3.2397495922749
0.4794147290107555 0.05673758865248227 0.87 3.2931822039599554
0.48081141966370156 0.05673758865248227 0.88 3.3497762290445645
0.4819738135459106 0.05673758865248227 0.89 3.4098331408247304
0.48288804698547577 0.05673758865248227 0.9 3.4736983963035337
0.483538609456931 0.05673758865248227 0.91 3.5417709393690138
0.4839079574256829 0.05673758865248227 0.92 3.614515797497111
0.4839759667118171 0.05673758865248227 0.93 3.6924813049637364
0.0 0.07092198581560283 0.0 2.0751716809975393
